office_id,office_name,postcode_sector,status
wakefield,Wakefield,WF5 0,loaded
wakefield,Wakefield,WF5 8,loaded
wakefield,Wakefield,WF5 9,loaded
wakefield,Wakefield,WF6 1,loaded
wakefield,Wakefield,WF6 2,loaded
wakefield,Wakefield,WF7 5,loaded
wakefield,Wakefield,WF7 6,loaded
wakefield,Wakefield,WF7 7,loaded
wakefield,Wakefield,WF8 1,loaded
wakefield,Wakefield,WF8 2,loaded
wakefield,Wakefield,WF8 3,loaded
wakefield,Wakefield,WF8 4,loaded
wakefield,Wakefield,WF9 1,loaded
wakefield,Wakefield,WF9 2,loaded
wakefield,Wakefield,WF9 3,loaded
wakefield,Wakefield,WF9 4,loaded
wakefield,Wakefield,WF9 5,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",KT1 1,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",KT1 2,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",KT1 3,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",KT17 1,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",KT17 2,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",KT17 3,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",KT17 4,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",KT18 5,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",KT18 7,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",KT19 0,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",KT19 7,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",KT19 8,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",KT19 9,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",KT2 5,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",KT2 6,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",KT2 7,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",KT20 5,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",KT20 6,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",KT3 3,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",KT3 4,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",KT3 5,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",KT3 6,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",KT4 7,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",KT4 8,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",KT5 8,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",KT5 9,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",KT6 4,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",KT6 6,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",KT6 7,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",KT9 1,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",KT9 2,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",SM1 1,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",SM1 2,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",SM1 3,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",SM1 4,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",SM2 5,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",SM2 6,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",SM2 7,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",SM3 8,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",SM3 9,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",SM4 4,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",SM4 5,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",SM4 6,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",SM5 1,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",SM5 2,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",SM5 3,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",SM5 4,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",SM6 0,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",SM6 7,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",SM6 8,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",SM6 9,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",SM7 1,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",SM7 2,loaded
epsom-ewell-sutton,"Epsom and Ewell, Sutton",SM7 3,loaded
windsor,Windsor,HP9 1,loaded
windsor,Windsor,HP9 2,loaded
windsor,Windsor,SL0 0,loaded
windsor,Windsor,SL0 9,loaded
windsor,Windsor,SL1 1,loaded
windsor,Windsor,SL1 2,loaded
windsor,Windsor,SL1 3,loaded
windsor,Windsor,SL1 4,loaded
windsor,Windsor,SL1 5,loaded
windsor,Windsor,SL1 6,loaded
windsor,Windsor,SL1 7,loaded
windsor,Windsor,SL1 8,loaded
windsor,Windsor,SL1 9,loaded
windsor,Windsor,SL2 1,loaded
windsor,Windsor,SL2 2,loaded
windsor,Windsor,SL2 3,loaded
windsor,Windsor,SL2 4,loaded
windsor,Windsor,SL2 5,loaded
windsor,Windsor,SL3 0,loaded
windsor,Windsor,SL3 6,loaded
windsor,Windsor,SL3 7,loaded
windsor,Windsor,SL3 8,loaded
windsor,Windsor,SL3 9,loaded
windsor,Windsor,SL4 1,loaded
windsor,Windsor,SL4 2,loaded
windsor,Windsor,SL4 3,loaded
windsor,Windsor,SL4 4,loaded
windsor,Windsor,SL4 5,loaded
windsor,Windsor,SL4 6,loaded
windsor,Windsor,SL5 0,loaded
windsor,Windsor,SL5 7,loaded
windsor,Windsor,SL5 9,loaded
windsor,Windsor,SL6 0,loaded
windsor,Windsor,SL6 1,loaded
windsor,Windsor,SL6 2,loaded
windsor,Windsor,SL6 3,loaded
windsor,Windsor,SL6 4,loaded
windsor,Windsor,SL6 5,loaded
windsor,Windsor,SL6 6,loaded
windsor,Windsor,SL6 7,loaded
windsor,Windsor,SL6 8,loaded
windsor,Windsor,SL6 9,loaded
windsor,Windsor,SL9 7,loaded
windsor,Windsor,SL9 8,loaded
windsor,Windsor,TW19 5,loaded
windsor,Windsor,UB9 4,loaded
windsor,Windsor,UB9 5,loaded
wandsworth,Wandsworth,CR4 1,loaded
wandsworth,Wandsworth,CR4 2,loaded
wandsworth,Wandsworth,CR4 3,loaded
wandsworth,Wandsworth,CR4 4,loaded
wandsworth,Wandsworth,SE1 7,loaded
wandsworth,Wandsworth,SE1 8,loaded
wandsworth,Wandsworth,SE11 4,loaded
wandsworth,Wandsworth,SE11 5,loaded
wandsworth,Wandsworth,SE11 6,loaded
wandsworth,Wandsworth,SE21 8,loaded
wandsworth,Wandsworth,SE24 0,loaded
wandsworth,Wandsworth,SE24 9,loaded
wandsworth,Wandsworth,SE27 0,loaded
wandsworth,Wandsworth,SE27 9,loaded
wandsworth,Wandsworth,SE5 9,loaded
wandsworth,Wandsworth,SW11 1,loaded
wandsworth,Wandsworth,SW11 2,loaded
wandsworth,Wandsworth,SW11 3,loaded
wandsworth,Wandsworth,SW11 4,loaded
wandsworth,Wandsworth,SW11 5,loaded
wandsworth,Wandsworth,SW11 6,loaded
wandsworth,Wandsworth,SW11 7,loaded
wandsworth,Wandsworth,SW11 8,loaded
wandsworth,Wandsworth,SW12 0,loaded
wandsworth,Wandsworth,SW12 8,loaded
wandsworth,Wandsworth,SW12 9,loaded
wandsworth,Wandsworth,SW15 1,loaded
wandsworth,Wandsworth,SW15 2,loaded
wandsworth,Wandsworth,SW15 5,loaded
wandsworth,Wandsworth,SW15 6,loaded
wandsworth,Wandsworth,SW16 1,loaded
wandsworth,Wandsworth,SW16 2,loaded
wandsworth,Wandsworth,SW16 3,loaded
wandsworth,Wandsworth,SW16 5,loaded
wandsworth,Wandsworth,SW16 6,loaded
wandsworth,Wandsworth,SW17 0,loaded
wandsworth,Wandsworth,SW17 6,loaded
wandsworth,Wandsworth,SW17 7,loaded
wandsworth,Wandsworth,SW17 8,loaded
wandsworth,Wandsworth,SW17 9,loaded
wandsworth,Wandsworth,SW18 1,loaded
wandsworth,Wandsworth,SW18 2,loaded
wandsworth,Wandsworth,SW18 3,loaded
wandsworth,Wandsworth,SW18 4,loaded
wandsworth,Wandsworth,SW18 5,loaded
wandsworth,Wandsworth,SW19 1,loaded
wandsworth,Wandsworth,SW19 2,loaded
wandsworth,Wandsworth,SW19 3,loaded
wandsworth,Wandsworth,SW19 4,loaded
wandsworth,Wandsworth,SW19 5,loaded
wandsworth,Wandsworth,SW19 6,loaded
wandsworth,Wandsworth,SW19 7,loaded
wandsworth,Wandsworth,SW19 8,loaded
wandsworth,Wandsworth,SW2 1,loaded
wandsworth,Wandsworth,SW2 2,loaded
wandsworth,Wandsworth,SW2 3,loaded
wandsworth,Wandsworth,SW2 4,loaded
wandsworth,Wandsworth,SW2 5,loaded
wandsworth,Wandsworth,SW20 0,loaded
wandsworth,Wandsworth,SW20 8,loaded
wandsworth,Wandsworth,SW20 9,loaded
wandsworth,Wandsworth,SW4 0,loaded
wandsworth,Wandsworth,SW4 6,loaded
wandsworth,Wandsworth,SW4 7,loaded
wandsworth,Wandsworth,SW4 8,loaded
wandsworth,Wandsworth,SW4 9,loaded
wandsworth,Wandsworth,SW8 1,loaded
wandsworth,Wandsworth,SW8 2,loaded
wandsworth,Wandsworth,SW8 3,loaded
wandsworth,Wandsworth,SW8 4,loaded
wandsworth,Wandsworth,SW8 5,loaded
wandsworth,Wandsworth,SW9 0,loaded
wandsworth,Wandsworth,SW9 6,loaded
wandsworth,Wandsworth,SW9 7,loaded
wandsworth,Wandsworth,SW9 8,loaded
wandsworth,Wandsworth,SW9 9,loaded
